StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q9,Q9_7_TEXT,Q7
2023-04-17 19:17:20,2023-04-17 19:18:07,IP Address,104.38.17.250,100,47,True,2023-04-17 19:18:08,R_5arfdvU1Vk6rQAN,,,,,40.7957,-77.8618,anonymous,EN,Market Pollock,Yes,4,Yes,,Not right now,,3,2,4,1,Other,none,Yes
2023-04-18 08:17:08,2023-04-18 08:21:04,IP Address,104.28.77.176,100,235,True,2023-04-18 08:21:05,R_1rOe7j5DrK7dzB4,,,,,40.7123,-74.0068,qr,EN,Market East,Yes,4,Yes,,Not right now,,4,3,2,1,Low Sugar,,Yes
2023-04-18 08:22:26,2023-04-18 08:23:41,IP Address,104.28.77.169,100,75,True,2023-04-18 08:23:42,R_UDE6KzeH2wIGsQ9,,,,,40.7123,-74.0068,qr,EN,Market East,Yes,4,Yes,,Not right now,,,,,,,,Yes
2023-04-18 08:26:18,2023-04-18 08:26:39,IP Address,104.38.52.21,100,21,True,2023-04-18 08:26:39,R_1H7smnU3OztItaC,,,,,39.9845,-75.586,qr,EN,Market Pollock,Yes,4,Yes,,Not right now,,,,,,,,Yes
2023-04-18 08:25:49,2023-04-18 08:27:06,IP Address,172.226.31.163,100,76,True,2023-04-18 08:27:06,R_OuOubQRWYVKwla1,,,,,40.7911,-77.8592,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-18 10:23:31,2023-04-18 10:24:57,IP Address,104.38.82.221,100,86,True,2023-04-18 10:24:58,R_2bHiLoDJpM87fS9,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Yes,Yerba Matte,4,3,2,1,"High Protein,Low Sugar",,No
2023-04-18 10:25:30,2023-04-18 10:27:11,IP Address,107.123.17.33,100,101,True,2023-04-18 10:27:11,R_2tllXPYpNO36RCH,,,,,39.9486,-75.2339,qr,EN,Market East,Yes,5,Yes,,Yes,"Butterfingers, vegetables ",,,,,,,I didn't know you had sales
2023-04-18 10:27:01,2023-04-18 10:34:05,IP Address,104.38.71.136,100,424,True,2023-04-18 10:34:05,R_2YYgdAuxygZnRoN,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,No,Items. I have a ton of meal plan money left. I was looking to buy anything for myself or as gifts for others. Penn State hats? Stuffed animals? That kind of thing,,,3,1,2,4,,,I didn't know you had sales
2023-04-18 10:33:23,2023-04-18 10:34:19,IP Address,174.203.136.99,100,55,True,2023-04-18 10:34:20,R_3LZwQyDZb4SBzGI,,,,,40.3356,-79.6185,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,1,2,3,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-18 10:38:39,2023-04-18 10:39:13,IP Address,166.196.103.114,100,33,True,2023-04-18 10:39:13,R_OBgKwto2zvjhhYJ,,,,,39.9195,-75.1565,qr,EN,Market East,Yes,5,Yes,,Yes,Monster,,,,,,,No
2023-04-18 10:40:26,2023-04-18 10:41:09,IP Address,104.38.100.141,100,43,True,2023-04-18 10:41:10,R_3KwKnn2B8coG1y9,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-18 10:40:59,2023-04-18 10:42:07,IP Address,174.203.134.205,100,67,True,2023-04-18 10:42:08,R_8GkpHyy3BcEIkV3,,,,,39.9544,-75.1657,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,1,3,2,High Protein,,Yes
2023-04-18 10:40:52,2023-04-18 10:42:19,IP Address,174.203.134.191,100,87,True,2023-04-18 10:42:20,R_22RoWMGunQfLo3a,,,,,39.9544,-75.1657,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-18 10:40:36,2023-04-18 10:42:57,IP Address,174.203.128.143,100,140,True,2023-04-18 10:42:57,R_OxKxzZLt54PvSG5,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,5,Yes,,Not right now,,1,3,2,4,,,No
2023-04-18 11:01:24,2023-04-18 11:01:57,IP Address,107.77.203.174,100,33,True,2023-04-18 11:01:58,R_pDUJOxhsFY1XyVP,,,,,38.9522,-77.0253,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-18 11:16:11,2023-04-18 11:17:11,IP Address,130.203.64.225,100,60,True,2023-04-18 11:17:12,R_237uZykhL1VCpeF,,,,,40.7957,-77.8618,qr,EN,Market East,No,5,Yes,,Not right now,,,,,,High Protein,,I didn't know you had sales
2023-04-18 11:20:25,2023-04-18 11:31:27,IP Address,66.71.98.245,100,661,True,2023-04-18 11:31:28,R_dp8D8jauGie03OV,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,5,Yes,,Yes,Açaí bowls,2,1,3,4,Other,Gluten free,Yes
2023-04-18 12:12:49,2023-04-18 12:14:27,IP Address,104.38.113.123,100,98,True,2023-04-18 12:14:28,R_3G2I0yp7ap3qQTw,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,,,Yes
2023-04-18 12:49:00,2023-04-18 12:50:42,IP Address,66.71.102.34,100,101,True,2023-04-18 12:50:43,R_27NBNKSbhHF6dsN,,,,,40.3356,-75.979,qr,EN,Creekside Market,No,3,No,chapstick,,,,,,,,,I didn't know you had sales
2023-04-18 12:50:36,2023-04-18 12:51:59,IP Address,174.198.14.251,100,83,True,2023-04-18 12:51:59,R_2VlvzQVcYRNqn9K,,,,,39.9476,-75.1474,qr,EN,Creekside Market,No,5,Yes,,Not right now,,3,4,1,2,,,I didn't know you had sales
2023-04-18 12:50:29,2023-04-18 12:52:47,IP Address,66.71.83.124,100,137,True,2023-04-18 12:52:47,R_2xEQXOjZzE5Ko4X,,,,,40.5908,-80.3155,qr,EN,Creekside Market,No,4,No,I was looking for a Pepsi (regular not diet) but they were out of stock.,,,,,,,,,Yes
2023-04-18 12:55:50,2023-04-18 12:57:41,IP Address,172.58.207.0,100,111,True,2023-04-18 12:57:41,R_1n9DECaKqK5x2ku,,,,,39.981,-75.1699,qr,EN,Creekside Market,Yes,5,No,Chicken potstickers and Thai noodles,,,,,,,Halal,,I didn't know you had sales
2023-04-18 13:24:00,2023-04-18 13:26:56,IP Address,66.71.112.169,100,176,True,2023-04-18 13:26:57,R_tMt3EHy1ZUtyuHv,,,,,40.2039,-76.7286,qr,EN,Creekside Market,No,5,Yes,,Yes,"Boom chicka pop, case of water",2,1,3,4,,,I didn't know you had sales
2023-04-18 13:27:25,2023-04-18 13:28:22,IP Address,104.38.112.116,100,57,True,2023-04-18 13:28:23,R_yPy4KOIYMzAOMH7,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,No,Raspberries and chicken nuggets,,,,,,,"Kosher,High Protein",,Yes
2023-04-18 13:35:29,2023-04-18 13:36:56,IP Address,66.71.9.229,100,87,True,2023-04-18 13:36:57,R_1HeqmXCUXbk2U0q,,,,,40.5248,-80.1643,qr,EN,Creekside Market,Yes,5,Yes,,Yes,Pretzel M&Ms,1,2,3,4,,,No
2023-04-18 13:08:27,2023-04-18 13:42:15,IP Address,66.71.81.162,100,2028,True,2023-04-18 13:42:15,R_a63kMA4EOLU75Dj,,,,,40.228,-76.1159,qr,EN,Creekside Market,No,4,No,Individual cans of soda,,,,,,,,,No
2023-04-18 13:44:14,2023-04-18 13:45:32,IP Address,66.71.98.218,100,78,True,2023-04-18 13:45:33,R_1MQFnDvFYwn77dk,,,,,39.9072,-77.636,qr,EN,Creekside Market,No,4,Yes,,Not right now,,4,3,2,1,,,I didn't know you had sales
2023-04-18 13:59:16,2023-04-18 14:01:07,IP Address,192.112.253.13,100,111,True,2023-04-18 14:01:07,R_1GQeWcKNscdDbTp,,,,,40.8103,-77.888,qr,EN,Creekside Market,Yes,4,Yes,,Yes,H,2,3,4,1,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-18 14:10:41,2023-04-18 14:11:22,IP Address,66.71.8.134,100,40,True,2023-04-18 14:11:24,R_3nJfj8zegkScbwu,,,,,39.8667,-75.3862,qr,EN,The Galley,Yes,5,Yes,,Not right now,,2,1,3,4,,,Yes
2023-04-18 14:12:34,2023-04-18 14:14:19,IP Address,104.38.30.53,100,104,True,2023-04-18 14:14:19,R_3O2e7SvcVFaRUDE,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,1,2,3,Other,na,I didn't know you had sales
2023-04-18 14:05:43,2023-04-18 14:15:46,IP Address,107.115.21.20,100,603,True,2023-04-18 14:15:47,R_3ha1wqKubwBtT0Y,,,,,42.3562,-71.0631,qr,EN,The Galley,Yes,4,Yes,,Yes,Salads,4,3,2,1,,,I didn't know you had sales
2023-04-18 14:17:08,2023-04-18 14:18:14,IP Address,66.71.68.108,100,65,True,2023-04-18 14:18:14,R_3NwhHvNCUr1aUMC,,,,,40.9524,-76.0457,qr,EN,The Galley,Yes,5,Yes,,Yes,Lollipops,4,1,3,2,"Halal,High Protein,Low Sugar",,Yes
2023-04-18 14:16:52,2023-04-18 14:18:51,IP Address,66.71.87.205,100,119,True,2023-04-18 14:18:51,R_2q4Y4ShKkmxIIhe,,,,,41.2208,-75.7736,qr,EN,The Galley,Yes,5,Yes,,Yes,Purple Doritos,3,2,1,4,High Protein,,No
2023-04-18 14:21:36,2023-04-18 14:22:41,IP Address,66.71.42.216,100,64,True,2023-04-18 14:22:41,R_1gkmFPyhAAT0nH1,,,,,39.3408,-76.4078,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,High Protein,,I didn't know you had sales
2023-04-18 14:22:39,2023-04-18 14:24:01,IP Address,104.38.62.237,100,82,True,2023-04-18 14:24:02,R_1HiRlruir4EGK1j,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Yes,"Sour punch bites ",,,,,High Protein,,I didn't know you had sales
2023-04-18 14:25:02,2023-04-18 14:25:39,IP Address,66.71.77.147,100,37,True,2023-04-18 14:25:40,R_3ewWWfyZ5Ub5vW4,,,,,40.5222,-78.4034,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,Low Sugar,,I didn't know you had sales
2023-04-18 14:24:13,2023-04-18 14:25:44,IP Address,66.71.10.144,100,91,True,2023-04-18 14:25:45,R_1dtb4A5uDeS7OUP,,,,,40.0008,-76.7697,qr,EN,The Galley,Yes,5,Yes,,Not right now,,4,1,2,3,,,No
2023-04-18 14:26:30,2023-04-18 14:27:51,IP Address,130.203.72.152,100,81,True,2023-04-18 14:27:52,R_2ZC5NVa8TO1VY5E,,,,,40.7957,-77.8618,qr,EN,The Galley,Yes,5,Yes,,Yes,redbull all the flavors,,,,,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-18 14:26:31,2023-04-18 14:28:17,IP Address,66.71.88.52,100,105,True,2023-04-18 14:28:18,R_1KfG8VYPhtNX8ft,,,,,40.38,-75.2718,qr,EN,The Galley,Yes,5,Yes,,Not right now,,4,1,3,2,"High Protein,Low Sugar",,Yes
2023-04-18 14:34:45,2023-04-18 14:36:13,IP Address,66.71.0.51,100,87,True,2023-04-18 14:36:13,R_1fZ2wlo5S0nDL2P,,,,,40.2884,-75.341,qr,EN,The Galley,Yes,3,Yes,,Not right now,,,,,,,,I didn't know you had sales
2023-04-18 14:36:13,2023-04-18 14:37:23,IP Address,174.203.138.96,100,69,True,2023-04-18 14:37:24,R_rcCbqPGUk32bqvL,,,,,40.3356,-79.6185,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,3,2,1,,,I didn't know you had sales
2023-04-18 14:40:33,2023-04-18 14:41:52,IP Address,174.203.137.239,100,79,True,2023-04-18 14:41:52,R_1jZJQmFeRiU5pj2,,,,,40.4467,-79.6842,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,2,1,3,,,No
2023-04-18 14:42:06,2023-04-18 14:43:59,IP Address,66.71.55.117,100,113,True,2023-04-18 14:44:00,R_3nc2A5gT5g5pPfm,,,,,39.9544,-75.1657,qr,EN,Creekside Market,Yes,3,No,better food,,,,,,,High Protein,,I didn't know you had sales
2023-04-18 14:47:38,2023-04-18 14:48:13,IP Address,104.38.98.149,100,34,True,2023-04-18 14:48:13,R_V5aTEKJy3erxR4d,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-18 14:47:16,2023-04-18 14:49:18,IP Address,174.203.104.254,100,122,True,2023-04-18 14:49:19,R_2twXklRC3uxo5lo,,,,,40.4339,-79.9996,qr,EN,The Galley,Yes,5,Yes,,Yes,"Goldfish ",1,3,2,4,,,I didn't know you had sales
2023-04-18 14:48:42,2023-04-18 14:49:24,IP Address,66.71.52.246,100,42,True,2023-04-18 14:49:25,R_2WwXGk2iFt18jXg,,,,,39.9544,-75.1657,qr,EN,The Galley,Yes,4,Yes,,Not right now,,4,1,2,3,,,Yes
2023-04-18 14:47:56,2023-04-18 14:50:25,IP Address,75.102.75.220,100,148,True,2023-04-18 14:50:26,R_1FKYxhrj017p1CN,,,,,42.1225,-79.9881,qr,EN,The Galley,Yes,5,Yes,,Not right now,,4,1,2,3,High Protein,,I didn't know you had sales
2023-04-18 14:51:23,2023-04-18 14:53:43,IP Address,75.102.79.88,100,140,True,2023-04-18 14:53:43,R_21vPaGhroM6afCu,,,,,42.1225,-79.9881,qr,EN,The Galley,Yes,4,Yes,,Not right now,,,,,,,,No
2023-04-18 14:53:35,2023-04-18 14:54:52,IP Address,192.112.253.17,100,77,True,2023-04-18 14:54:52,R_1IT8PhTxyDHGXSP,,,,,40.8103,-77.888,qr,EN,Creekside Market,Yes,5,No,Takis,,,3,1,2,4,,,I didn't know you had sales
2023-04-18 14:53:38,2023-04-18 14:54:59,IP Address,66.71.43.83,100,81,True,2023-04-18 14:55:00,R_2V86H7gZBwgdDLj,,,,,41.0217,-78.4418,qr,EN,The Galley,Yes,4,Yes,,Yes,"Rice Crisps ",3,1,2,4,,,No
2023-04-18 14:56:44,2023-04-18 14:57:23,IP Address,66.71.53.14,100,38,True,2023-04-18 14:57:23,R_3PChjue1l8u4iWF,,,,,39.8545,-75.3773,qr,EN,The Galley,Yes,5,Yes,,Not right now,,3,1,4,2,"High Protein,Low Sugar",,Yes
2023-04-18 14:56:16,2023-04-18 14:57:24,IP Address,104.38.28.207,100,67,True,2023-04-18 14:57:24,R_3j8v4wVH54WFyCl,,,,,40.7957,-77.8618,qr,EN,Market East,No,4,No,Little Bites,,,2,4,1,3,,,I didn't know you had sales
2023-04-18 14:55:32,2023-04-18 14:58:16,IP Address,66.71.47.180,100,164,True,2023-04-18 14:58:17,R_3NU6ykbVWvyjTU2,,,,,40.296,-75.9894,qr,EN,The Galley,Yes,3,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-18 14:59:12,2023-04-18 15:00:24,IP Address,192.112.253.17,100,72,True,2023-04-18 15:00:25,R_eDRPslOrjABzNbr,,,,,40.8103,-77.888,qr,EN,The Galley,Yes,4,Yes,,Not right now,,4,2,1,3,Low Sugar,,No
2023-04-18 15:09:44,2023-04-18 15:11:41,IP Address,174.203.133.80,100,116,True,2023-04-18 15:11:41,R_3hbxXj5W3ASpIcG,,,,,40.3052,-79.5418,qr,EN,Market North,Yes,5,Yes,,Not right now,,3,1,2,4,High Protein,,Yes
2023-04-18 15:28:57,2023-04-18 15:30:19,IP Address,166.196.103.95,100,82,True,2023-04-18 15:30:20,R_1f8xxUZGCDO5DAX,,,,,39.9195,-75.1565,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,2,1,3,High Protein,,No
2023-04-18 15:34:43,2023-04-18 15:36:10,IP Address,104.38.117.54,100,86,True,2023-04-18 15:36:11,R_2TY6sBz3Y9DtK6Y,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,1,3,2,4,High Protein,,I didn't know you had sales
2023-04-18 15:56:30,2023-04-18 16:02:53,IP Address,172.56.217.60,100,382,True,2023-04-18 16:02:53,R_xFohx83l0dgGaQN,,,,,39.9597,-75.1995,qr,EN,Creekside Market,Yes,5,No,"Variety of snacks, new food, water packs, feminine products, ",,,3,2,1,4,,,Yes
2023-04-18 16:32:56,2023-04-18 16:35:08,IP Address,104.38.46.241,100,132,True,2023-04-18 16:35:09,R_Rr8W5fouVrkQ3AZ,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,3,Yes,,Not right now,,3,2,1,4,,,I didn't know you had sales
2023-04-18 16:50:34,2023-04-18 16:51:21,IP Address,104.38.73.166,100,47,True,2023-04-18 16:51:22,R_xuuGKE5dFykA2Ax,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,The alpha cheese pizza!!,3,1,2,4,Vegetarian,,Yes
2023-04-18 17:26:43,2023-04-18 17:30:55,IP Address,104.38.68.160,100,252,True,2023-04-18 17:30:56,R_1kMLrGTajff3dJj,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Not right now,,3,1,2,4,High Protein,,I didn't know you had sales
2023-04-18 18:08:09,2023-04-18 18:09:01,IP Address,130.203.74.194,100,52,True,2023-04-18 18:09:02,R_2BzWCjbxuCJL3L8,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,3,No,"Raspberries ",,,,,,,,,I didn't know you had sales
2023-04-18 18:20:43,2023-04-18 18:21:44,IP Address,104.38.96.91,100,61,True,2023-04-18 18:21:44,R_3e9RYgN3UPjrrg8,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Not right now,,2,1,3,4,,,Yes
2023-04-18 18:19:30,2023-04-18 18:21:51,IP Address,104.39.75.37,100,140,True,2023-04-18 18:21:51,R_3oIcD5TMYbzsaB8,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,"more options in the frozen section, snack section, and essentials section",,,,,High Protein,,No
2023-04-18 18:31:03,2023-04-18 18:34:06,IP Address,66.71.62.26,100,182,True,2023-04-18 18:34:06,R_3MArxHXRorOp7lX,,,,,40.2039,-76.7286,qr,EN,Creekside Market,No,4,No,Deodorant,,,1,3,4,2,,,Yes
2023-04-18 19:26:03,2023-04-18 19:28:48,IP Address,130.203.70.188,100,165,True,2023-04-18 19:28:49,R_1rleh1zrGQM8AyH,,,,,40.1809,-75.2156,qr,EN,Creekside Market,Yes,4,No,"Talenti chocolate peanut butter gelato ",,,,,,,,,I didn't know you had sales
2023-04-18 19:47:46,2023-04-18 19:50:14,IP Address,104.38.27.26,100,147,True,2023-04-18 19:50:15,R_24uuQQVI0PMkVog,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,No,"Lollipops ",,,4,3,1,2,Halal,,I didn't know you had sales
2023-04-18 19:55:28,2023-04-18 19:57:02,IP Address,107.123.17.121,100,93,True,2023-04-18 19:57:02,R_2sXY2Sw2FC31y9A,,,,,39.9486,-75.2339,qr,EN,Market North,Yes,5,No,BJC Jams,,,,,,,,,No
2023-04-18 19:55:54,2023-04-18 19:57:26,IP Address,66.71.116.214,100,92,True,2023-04-18 19:57:27,R_325WNZwgvM5EcPv,,,,,39.8549,-76.7334,qr,EN,Creekside Market,Yes,5,Yes,,Not right now,,3,4,1,2,,,No
2023-04-18 20:08:10,2023-04-18 20:08:56,IP Address,104.38.87.246,100,46,True,2023-04-18 20:08:57,R_9ZvSEHhpbICN5QZ,,,,,40.7957,-77.8618,qr,EN,Market North,No,5,No,Sour skittles,,,4,2,3,1,,,Yes
2023-04-18 20:08:50,2023-04-18 20:12:38,IP Address,130.203.77.51,100,227,True,2023-04-18 20:12:38,R_yIJ2JSWYlYdUSMV,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Yes,Starbucks Chai Tea,,,,,,,I didn't know you had sales
2023-04-18 21:00:04,2023-04-18 21:00:52,IP Address,174.203.134.192,100,47,True,2023-04-18 21:00:52,R_3PavXmZEywsRT5O,,,,,39.9544,-75.1657,qr,EN,Market North,Yes,5,Yes,,Yes,Oreo Cakesters,4,1,2,3,"Halal,Kosher,Vegetarian,Vegan",,Yes
2023-04-18 21:00:50,2023-04-18 21:01:33,IP Address,104.38.125.234,100,43,True,2023-04-18 21:01:34,R_77q7vef5ZQDJrjP,,,,,39.9198,-75.399,qr,EN,Market North,Yes,4,Yes,,Yes,Sweetarts,,,,,,,No
2023-04-18 21:09:26,2023-04-18 21:10:22,IP Address,174.203.137.190,100,55,True,2023-04-18 21:10:23,R_31ZVKczSjj86JJe,,,,,40.4467,-79.6842,qr,EN,Market North,Yes,5,Yes,,Not right now,,4,2,1,3,,,No
2023-04-19 09:01:05,2023-04-19 09:04:15,IP Address,66.71.70.225,100,190,True,2023-04-19 09:04:16,R_Tkl9NdcBTpD2OWJ,,,,,40.2327,-76.9331,qr,EN,The Galley,Yes,5,Yes,,Yes,Pancake covered sausage on a stick,,,,,,,Yes
2023-04-19 09:23:14,2023-04-19 09:24:56,IP Address,66.71.126.108,100,101,True,2023-04-19 09:24:57,R_3CNjG2nXIx36ZRd,,,,,39.9544,-75.1657,qr,EN,Creekside Market,Yes,5,Yes,,Yes,"Family sized cereal ",2,3,1,4,,,I didn't know you had sales
2023-04-19 09:23:58,2023-04-19 09:25:17,IP Address,172.56.217.2,100,79,True,2023-04-19 09:25:18,R_28ZZPzy8w1H4pmf,,,,,39.9597,-75.1995,qr,EN,Creekside Market,No,5,No,Handsoap,,,,,,,"Halal,High Protein,Low Sugar",,I didn't know you had sales
2023-04-19 09:24:25,2023-04-19 09:26:11,IP Address,107.123.17.137,100,105,True,2023-04-19 09:26:11,R_2WIPrwGbQxv7Vzc,,,,,39.9486,-75.2339,qr,EN,Creekside Market,Yes,4,Yes,,Yes,"Fresh fruit, not fruit mixed in the same cup, one fruit fruit cups",,,,,Low Sugar,,I didn't know you had sales
2023-04-19 09:29:09,2023-04-19 09:31:59,IP Address,174.240.220.168,100,169,True,2023-04-19 09:32:00,R_1l6uhbaTMUqHf4a,,,,,39.952,-75.1814,qr,EN,Creekside Market,Yes,4,Yes,,Yes,"Bear Naked Snack Bites ",4,1,2,3,Low Sugar,,Yes
2023-04-19 09:41:42,2023-04-19 09:42:45,IP Address,192.112.253.11,100,62,True,2023-04-19 09:42:45,R_1erzDuLs85jcHyf,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,,,I didn't know you had sales
2023-04-19 10:16:13,2023-04-19 10:16:59,IP Address,166.196.103.121,100,46,True,2023-04-19 10:17:00,R_DdbtcEIrAzVGnYZ,,,,,39.9195,-75.1565,qr,EN,Market East,Yes,5,Yes,,Yes,"More vegan products ",4,2,3,1,"Vegan,High Protein",,No
2023-04-19 10:15:58,2023-04-19 10:17:32,IP Address,104.38.7.246,100,93,True,2023-04-19 10:17:32,R_2s0U2fVV96usJxP,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,3,1,2,High Protein,,I didn't know you had sales
2023-04-19 10:19:21,2023-04-19 10:20:02,IP Address,104.38.65.167,100,41,True,2023-04-19 10:20:02,R_3P7u98UyO5b4lMK,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,Low Sugar,,No
2023-04-19 10:19:49,2023-04-19 10:20:31,IP Address,104.38.67.99,100,41,True,2023-04-19 10:20:32,R_9mGeMt5nJ1fKzEB,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,2,3,1,Kosher,,I didn't know you had sales
2023-04-19 10:20:25,2023-04-19 10:21:31,IP Address,104.38.16.143,100,65,True,2023-04-19 10:21:31,R_cvB8GHRc9iRC2hX,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,4,Yes,,Yes,"More snacks ",,,,,High Protein,,No
2023-04-19 10:20:45,2023-04-19 10:22:11,IP Address,104.38.88.226,100,86,True,2023-04-19 10:22:12,R_2OU6kMikTnkoLu1,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,3,1,4,2,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-19 10:32:22,2023-04-19 10:36:38,IP Address,104.38.91.78,100,255,True,2023-04-19 10:36:39,R_1esimEdCdAcXRFE,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Yes,"Sour cream ",1,3,2,4,,,I didn't know you had sales
2023-04-19 10:32:59,2023-04-19 10:37:23,IP Address,104.38.117.251,100,263,True,2023-04-19 10:37:23,R_Au60wyA0QZx3srL,,,,,40.7957,-77.8618,qr,EN,Market East,No,4,Yes,,Yes,"Fresh produce/vegetables ",4,2,1,3,,,No
2023-04-19 10:43:20,2023-04-19 10:44:44,IP Address,174.203.130.113,100,83,True,2023-04-19 10:44:44,R_PG3D55TpDqsZhqp,,,,,39.9544,-75.1657,qr,EN,Market East,No,4,Yes,,Yes,More frozen meals,,,,,High Protein,,I didn't know you had sales
2023-04-19 10:42:55,2023-04-19 10:45:36,IP Address,104.38.86.242,100,161,True,2023-04-19 10:45:36,R_3rVB5NDGTt0IPU2,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,1,4,2,3,,,I didn't know you had sales
2023-04-19 11:15:33,2023-04-19 11:16:16,IP Address,107.123.17.39,100,43,True,2023-04-19 11:16:17,R_3ltb2yj3t7ilqHT,,,,,39.9486,-75.2339,qr,EN,Market East,Yes,5,Yes,,Yes,Redbull,,,,,"High Protein,Low Sugar",,Yes
2023-04-19 11:20:38,2023-04-19 11:22:56,IP Address,104.38.45.155,100,137,True,2023-04-19 11:22:56,R_2dGWnfBdpIFaXDE,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Yes,Club crackers,3,1,2,4,,,I didn't know you had sales
2023-04-19 11:47:46,2023-04-19 11:48:27,IP Address,104.38.107.95,100,40,True,2023-04-19 11:48:27,R_Q0uMofIkB7eoejL,,,,,40.7957,-77.8618,qr,EN,Market East,No,5,Yes,,Not right now,,3,4,1,2,Vegetarian,,No
2023-04-19 12:18:40,2023-04-19 12:20:26,IP Address,174.203.131.184,100,106,True,2023-04-19 12:20:27,R_1eRiOyqV0im7WhR,,,,,40.3177,-79.7223,qr,EN,Market East,Yes,5,Yes,,Yes,Yoplait yogurt purple container whipped,,,,,,,No
2023-04-19 12:18:56,2023-04-19 12:20:48,IP Address,66.71.50.158,100,111,True,2023-04-19 12:20:49,R_RJoYzrKWH1V2KUp,,,,,40.3226,-76.4042,qr,EN,The Galley,Yes,4,Yes,,Yes,Safety pins,3,1,2,4,,,No
2023-04-19 12:20:11,2023-04-19 12:22:23,IP Address,66.71.6.54,100,132,True,2023-04-19 12:22:24,R_yC5fzlSi6kygcMh,,,,,39.8741,-77.0673,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,,,Yes
2023-04-19 12:25:20,2023-04-19 12:26:25,IP Address,66.71.11.123,100,64,True,2023-04-19 12:26:25,R_1GEaVmQGQIHcLUA,,,,,40.4986,-75.6867,qr,EN,The Galley,Yes,5,Yes,,Not right now,,4,2,1,3,,,No
2023-04-19 12:27:54,2023-04-19 12:29:36,IP Address,66.71.7.1,100,102,True,2023-04-19 12:29:37,R_1EhRatGeQrJuOYc,,,,,39.8882,-76.9953,qr,EN,The Galley,Yes,5,Yes,,Yes,More healthy options.,4,2,3,1,,,I didn't know you had sales
2023-04-19 12:28:01,2023-04-19 12:33:03,IP Address,166.198.21.27,100,301,True,2023-04-19 12:33:03,R_2Cqccx1vtaOWtLl,,,,,42.3562,-71.0631,qr,EN,The Galley,Yes,4,Yes,,Yes,Couch,,,,,High Protein,,No
