StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q13,Q11,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q7
2023-11-09 12:58:09,2023-11-09 12:59:15,IP Address,107.77.203.173,100,65,True,2023-11-09 12:59:15,R_2dGwpv64XuMlNbL,,,,,38.9172,-77.0709,qr,EN,High Acres Cafe,Yes,Yes,No,5,Yes,,Not right now,,4,2,1,3,No
2023-11-02 13:57:00,2023-11-02 13:58:09,IP Address,104.38.25.204,73,68,False,2023-11-09 13:00:21,R_2rTHtMh78de6O4x,,,,,,,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,,,,,,,
2023-11-09 12:59:14,2023-11-09 13:00:43,IP Address,174.198.2.39,100,89,True,2023-11-09 13:00:44,R_1LOnJOG6Yz4uRh3,,,,,39.9528,-75.1646,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,,,,,No
2023-11-09 13:02:39,2023-11-09 13:04:26,IP Address,104.38.61.52,100,106,True,2023-11-09 13:04:26,R_2BrMlYO8i95QqOf,,,,,39.9444,-75.5875,qr,EN,Market East,Yes,No,,4,No,"Ovaltine, healthier beverage options ",,,4,3,2,1,I didn't know you had sales
2023-11-09 13:03:49,2023-11-09 13:05:05,IP Address,172.56.223.52,100,75,True,2023-11-09 13:05:06,R_1GK3fmhN11zzONr,,,,,39.9528,-75.1646,qr,EN,Market East,Yes,Yes,Yes,4,Yes,,Not right now,,2,1,3,4,No
2023-11-09 13:04:45,2023-11-09 13:06:10,IP Address,172.56.28.181,100,85,True,2023-11-09 13:06:11,R_1QLy4JXWsZdnu31,,,,,39.9739,-75.1456,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Yes,"Halo top ",3,4,2,1,Yes
2023-11-09 13:04:57,2023-11-09 13:06:54,IP Address,104.38.50.73,100,116,True,2023-11-09 13:06:55,R_yOpw21ETlvSiluV,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,4,1,2,No
2023-11-09 13:06:32,2023-11-09 13:07:42,IP Address,66.71.119.243,100,69,True,2023-11-09 13:07:42,R_svxTUTuI7C5pf33,,,,,39.9544,-75.1657,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,cookie dough,4,2,1,3,No
2023-11-09 13:06:41,2023-11-09 13:08:10,IP Address,192.112.253.27,100,88,True,2023-11-09 13:08:10,R_3ne2a491HALewHT,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,Cookie dough,3,4,2,1,No
2023-11-09 13:12:27,2023-11-09 13:13:33,IP Address,172.56.219.188,100,65,True,2023-11-09 13:13:34,R_337MOQSZfScz0xO,,,,,39.9528,-75.1646,qr,EN,High Acres Cafe,Yes,Yes,No,5,Yes,,Yes,Goldfish,1,3,2,4,Yes
2023-11-09 13:12:41,2023-11-09 13:14:35,IP Address,192.112.253.22,100,114,True,2023-11-09 13:14:36,R_1d6WlUxOWuOaAYs,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Yes,Goldfish crackers,4,2,1,3,Yes
2023-11-09 13:18:40,2023-11-09 13:19:27,IP Address,104.38.126.124,100,46,True,2023-11-09 13:19:27,R_ptK8pjQLWeaX55L,,,,,40.2626,-75.6151,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,2,1,4,No
2023-11-09 13:19:27,2023-11-09 13:22:08,IP Address,107.123.17.14,100,161,True,2023-11-09 13:22:08,R_3lxlKeko0gx0FnP,,,,,39.9664,-75.1685,qr,EN,Market East,Yes,No,,4,Yes,,Yes,better coffee creamer (healthier brand),1,4,3,2,I didn't know you had sales
2023-11-09 13:20:54,2023-11-09 13:23:19,IP Address,192.112.253.17,100,144,True,2023-11-09 13:23:19,R_UlTAPoMZMSlWbp7,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,2,1,3,I didn't know you had sales
2023-11-09 13:24:05,2023-11-09 13:25:05,IP Address,104.38.85.85,100,60,True,2023-11-09 13:25:06,R_2fun8pTbuBPkMo1,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-09 13:29:29,2023-11-09 13:31:10,IP Address,192.112.253.12,100,101,True,2023-11-09 13:31:11,R_2tA8cDqIsBCm66M,,,,,40.7957,-77.8618,qr,EN,High Acres Cafe,Yes,Yes,Yes,5,Yes,,Yes,"Note food options ",,,,,I didn't know you had sales
2023-11-09 13:29:29,2023-11-09 13:32:15,IP Address,66.71.70.162,100,165,True,2023-11-09 13:32:15,R_1IACT12zsSenEOM,,,,,40.0574,-75.4017,qr,EN,High Acres Cafe,Yes,Yes,Yes,5,No,"More fruit options, more fresh meals other pasta pizza and fried food. ",,,3,2,1,4,I didn't know you had sales
2023-11-09 13:39:23,2023-11-09 13:40:27,IP Address,104.38.114.8,100,63,True,2023-11-09 13:40:27,R_3DcprWp1A1MCNQe,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-09 13:40:19,2023-11-09 13:42:22,IP Address,174.198.13.211,100,123,True,2023-11-09 13:42:22,R_3iImyApAUUFpI55,,,,,39.952,-75.1814,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,Dental floss,4,2,1,3,No
2023-11-09 13:42:37,2023-11-09 13:43:26,IP Address,172.226.31.35,100,49,True,2023-11-09 13:43:26,R_3PuWuqGkM8rB9Uc,,,,,41.2382,-76.9978,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,1,2,3,I didn't know you had sales
2023-11-09 13:41:40,2023-11-09 13:43:37,IP Address,66.71.5.186,100,116,True,2023-11-09 13:43:37,R_3PuUsVgUhN4kmJo,,,,,40.2363,-75.296,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,3,1,2,No
2023-11-09 13:54:23,2023-11-09 13:55:48,IP Address,104.38.109.58,100,85,True,2023-11-09 13:55:49,R_3OqavzTaSvZRAS5,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,Yes,4,No,"Hippeas chickpea puffs ",,,4,1,2,3,I didn't know you had sales
2023-11-09 13:59:59,2023-11-09 14:01:09,IP Address,66.71.123.129,100,69,True,2023-11-09 14:01:10,R_2WBZ4VY8gHT0BOc,,,,,40.5488,-75.9874,qr,EN,High Acres Cafe,Yes,Yes,No,5,Yes,,Not right now,,3,4,2,1,No
2023-11-09 14:00:45,2023-11-09 14:02:40,IP Address,66.71.70.249,100,114,True,2023-11-09 14:02:41,R_3DwkbExHu43mIwy,,,,,40.0574,-75.4017,qr,EN,High Acres Cafe,Yes,Yes,No,5,Yes,,Not right now,,4,3,1,2,No
2023-11-09 14:10:47,2023-11-09 14:11:38,IP Address,104.38.30.115,100,51,True,2023-11-09 14:11:39,R_2zzJXDc2deox8VE,,,,,40.1005,-75.3709,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,1,3,4,2,No
2023-11-09 14:10:58,2023-11-09 14:12:30,IP Address,104.38.42.47,100,91,True,2023-11-09 14:12:31,R_1qVNRl6MJkhr4iu,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,2,3,1,No
2023-11-09 14:07:22,2023-11-09 14:13:35,IP Address,66.71.52.227,100,373,True,2023-11-09 14:13:36,R_296BUEP5FYedsy5,,,,,40.5248,-80.1643,qr,EN,High Acres Cafe,Yes,Yes,No,5,Yes,,Not right now,,4,3,2,1,Yes
2023-11-09 14:15:25,2023-11-09 14:16:12,IP Address,172.56.216.17,100,47,True,2023-11-09 14:16:13,R_cUC13N9h5OUVYhX,,,,,39.9528,-75.1646,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,3,2,1,I didn't know you had sales
2023-11-09 14:37:04,2023-11-09 14:38:39,IP Address,192.112.253.28,100,94,True,2023-11-09 14:38:39,R_YQaAkVMM7oBXyYV,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,no but,2,1,3,4,I didn't know you had sales
2023-11-09 14:44:14,2023-11-09 14:46:20,IP Address,66.71.88.218,100,125,True,2023-11-09 14:46:20,R_3256ArRK8wBZiSN,,,,,42.0751,-80.1464,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,3,1,2,I didn't know you had sales
2023-11-09 14:44:43,2023-11-09 14:46:42,IP Address,166.196.103.108,100,119,True,2023-11-09 14:46:43,R_31i42WAfol8wv7S,,,,,39.9476,-75.1474,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Yes,"Protein shakes like fairlife ",4,3,2,1,Yes
2023-11-09 14:46:33,2023-11-09 14:47:54,IP Address,54.86.140.224,100,81,True,2023-11-09 14:47:54,R_ZE0qkIAfm75K9Xj,,,,,39.0469,-77.4903,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-09 14:49:24,2023-11-09 14:50:40,IP Address,174.235.167.21,100,76,True,2023-11-09 14:50:41,R_1QH1wQt8BmHhCAT,,,,,39.934,-75.16,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Not right now,,4,3,1,2,No
2023-11-09 14:51:37,2023-11-09 14:55:39,IP Address,107.77.202.233,100,242,True,2023-11-09 14:55:40,R_PU1L8i14boC6c1z,,,,,38.894,-77.0365,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,2,4,1,3,Yes
2023-11-09 15:00:40,2023-11-09 15:02:19,IP Address,174.198.4.160,100,99,True,2023-11-09 15:02:20,R_2BqCq4S9hDKGvvI,,,,,39.952,-75.1814,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,3,1,4,2,I didn't know you had sales
2023-11-09 15:09:45,2023-11-09 15:10:15,IP Address,104.38.65.202,100,30,True,2023-11-09 15:10:16,R_2WHJ3xd53JsNWSO,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,3,2,1,4,No
2023-11-09 14:59:15,2023-11-09 15:10:40,IP Address,192.112.253.25,100,684,True,2023-11-09 15:10:40,R_1Cpvt9IcDhMZnBk,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-09 15:12:28,2023-11-09 15:13:09,IP Address,104.38.59.212,100,41,True,2023-11-09 15:13:10,R_246N1xxSk8qqL6u,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,3,1,2,4,No
2023-11-09 15:54:42,2023-11-09 15:56:28,IP Address,172.56.223.217,100,105,True,2023-11-09 15:56:28,R_2Yumahpq9Xg8KLP,,,,,39.9528,-75.1646,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,Honey buns for $1,4,1,3,2,I didn't know you had sales
2023-11-09 18:53:25,2023-11-09 18:55:19,IP Address,104.38.115.168,100,113,True,2023-11-09 18:55:20,R_cu0qWgh5FLd5OWB,,,,,40.1134,-75.1898,qr,EN,Market West,Yes,Yes,No,5,No,“Slim Jim - honey bbq” haven’t been restocked in about a week. I’m still holding onto hope that they’re coming back,,,3,1,2,4,Yes
2023-11-10 08:15:33,2023-11-10 08:17:00,IP Address,174.203.135.242,100,87,True,2023-11-10 08:17:01,R_R4cyIMi8Eb60BRn,,,,,40.6189,-79.159,qr,EN,Market East,Yes,No,,5,Yes,,Yes,Calculators,3,1,2,4,I didn't know you had sales
2023-11-10 08:17:45,2023-11-10 08:23:03,IP Address,192.112.253.22,100,317,True,2023-11-10 08:23:04,R_2fvrHDs3okMTYJy,,,,,40.8103,-77.888,qr,EN,Market East,Yes,No,,4,Yes,,Yes,Pop & Bottle Coffees,4,3,2,1,Yes
2023-11-10 08:24:09,2023-11-10 08:28:19,IP Address,66.71.80.245,100,250,True,2023-11-10 08:28:20,R_2w0GsgoZhmhsbNT,,,,,40.5248,-80.1643,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Yes,"Pizza bagels, avocado toast, and overall cheap and simple options",4,1,2,3,No
2023-11-10 09:32:34,2023-11-10 09:34:40,IP Address,66.71.98.17,100,125,True,2023-11-10 09:34:40,R_2dH2MkiOE5RdF9C,,,,,41.4355,-79.6904,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Not right now,,3,1,2,4,Yes
2023-11-10 09:33:21,2023-11-10 09:43:47,IP Address,192.112.253.24,100,625,True,2023-11-10 09:43:47,R_2CIKzEx2FVdOny5,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-10 09:44:36,2023-11-10 09:45:49,IP Address,66.71.104.122,100,72,True,2023-11-10 09:45:49,R_1Nazf8w8oDdgylF,,,,,39.303,-76.6062,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,3,1,2,I didn't know you had sales
2023-11-10 09:43:24,2023-11-10 09:45:56,IP Address,66.71.71.247,100,151,True,2023-11-10 09:45:57,R_25KDwLNP9X5nlYh,,,,,39.9544,-75.1657,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Yes,"More breakfast choices, playa bowls",3,4,2,1,I didn't know you had sales
2023-11-10 11:15:41,2023-11-10 11:18:24,IP Address,107.123.17.83,100,162,True,2023-11-10 11:18:25,R_UaWFNoxW0SQ2dVf,,,,,39.9664,-75.1685,qr,EN,Common Grounds,Yes,Yes,Yes,5,Yes,,Yes,"Guers tea butter ",1,3,2,4,Yes
2023-11-10 11:32:18,2023-11-10 11:34:21,IP Address,174.198.0.133,100,122,True,2023-11-10 11:34:21,R_3fvh827UvKs3a6Z,,,,,39.9528,-75.1646,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-10 11:37:29,2023-11-10 11:38:50,IP Address,66.71.118.37,100,80,True,2023-11-10 11:38:50,R_3FRtvJt7sIoMl4J,,,,,40.0574,-75.4017,qr,EN,High Acres Cafe,Yes,Yes,Yes,5,Yes,,Not right now,,3,2,1,4,No
2023-11-10 13:26:54,2023-11-10 13:35:41,IP Address,66.71.69.191,100,527,True,2023-11-10 13:35:42,R_81vLp8rYqiAlhqp,,,,,39.0484,-76.6032,qr,EN,High Acres Cafe,Yes,Yes,No,4,Yes,,Yes,"Lactaid, Kinder buenos, arizona drinks",3,2,1,4,No
2023-11-10 14:41:54,2023-11-10 14:43:49,IP Address,104.38.1.255,100,115,True,2023-11-10 14:43:50,R_3FPBOKdUtVacs50,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,No,5,No,Cold brew / espresso shot,,,2,4,3,1,Yes
2023-11-10 15:07:51,2023-11-10 15:09:17,IP Address,66.71.37.163,100,85,True,2023-11-10 15:09:17,R_SDXpH3ZViS6GV9v,,,,,40.1101,-75.1567,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,Yes,More products that include protein,,,,,I didn't know you had sales
2023-11-10 15:11:37,2023-11-10 15:14:21,IP Address,185.199.103.248,100,163,True,2023-11-10 15:14:21,R_3EFLzra7vZOGsR5,,,,,40.7123,-74.0068,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,3,2,1,I didn't know you had sales
2023-11-10 15:17:35,2023-11-10 15:31:40,IP Address,192.112.253.17,100,845,True,2023-11-10 15:31:41,R_3hAsgGNZ9ZFwS6a,,,,,40.8103,-77.888,qr,EN,High Acres Cafe,Yes,Yes,Yes,4,Yes,,Not right now,,4,2,1,3,Yes
2023-11-10 15:26:52,2023-11-10 16:04:00,IP Address,75.102.111.166,100,2227,True,2023-11-10 16:04:01,R_3rN7BQa4zZ60Zfx,,,,,40.9524,-76.0457,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,Not right now,,4,3,1,2,No
2023-11-10 18:16:31,2023-11-10 18:23:59,IP Address,104.38.12.175,100,448,True,2023-11-10 18:24:00,R_1GNaDWcDd01VvlO,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,3,No,"Blackforest jelly, Big size Naked juice, Mango flavor propel, baby wipes",,,3,1,2,4,Yes
2023-11-10 18:47:08,2023-11-10 18:48:26,IP Address,104.38.107.163,100,77,True,2023-11-10 18:48:26,R_6tkBVHbEEzRs0XD,,,,,40.4339,-79.9996,qr,EN,Market North,Yes,Yes,No,3,No,"An edge coffee location in north ",,,,,,,No
2023-11-10 19:39:08,2023-11-10 19:46:14,IP Address,104.38.67.104,100,425,True,2023-11-10 19:46:15,R_6stu3SasmW8IDPH,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,No,,5,No,"Glutinos pretzels ",,,,,,,No
2023-11-05 07:51:38,2023-11-05 07:52:06,IP Address,107.77.204.224,64,28,False,2023-11-12 07:52:12,R_3F3aoi8t4BGwt7K,,,,,,,qr,EN,Market North,Yes,Yes,No,5,No,,,,,,,,
2023-11-13 01:02:22,2023-11-13 01:04:06,IP Address,172.225.110.128,100,103,True,2023-11-13 01:04:06,R_2tEuuJ19tbrb2GX,,,,,40.7911,-77.8592,qr,EN,High Acres Cafe,Yes,No,,5,No,A variety of foods that are not offered all the time.,,,4,2,1,3,No
2023-11-06 11:09:16,2023-11-06 11:18:02,IP Address,104.28.76.232,73,525,False,2023-11-13 11:26:42,R_9RgMCTsnn0kcLjb,,,,,,,qr,EN,Market North,No,No,,4,Yes,,,,,,,,
2023-11-13 12:50:45,2023-11-13 12:52:51,IP Address,104.38.48.46,100,125,True,2023-11-13 12:52:51,R_1jeOYTsUhrQGPav,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-13 12:50:43,2023-11-13 12:53:05,IP Address,174.203.130.218,100,141,True,2023-11-13 12:53:05,R_2bVQHeZYV8sOWjI,,,,,40.3348,-79.3307,qr,EN,Market East,Yes,No,,5,Yes,,Yes,"More beauty and self care ",2,4,1,3,I didn't know you had sales
2023-11-13 12:54:16,2023-11-13 12:56:20,IP Address,104.38.19.208,100,123,True,2023-11-13 12:56:20,R_1GHSZqnsv3XHRkd,,,,,40.7503,-74.0014,qr,EN,Market East,Yes,No,,5,Yes,,Yes,"You do sell this, but I would like to see the doughnuts being sold on the weekends.",4,3,1,2,No
2023-11-13 12:57:16,2023-11-13 12:57:50,IP Address,174.203.135.19,100,33,True,2023-11-13 12:57:50,R_1eOWPEuQCxHmV9V,,,,,40.6189,-79.159,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,1,2,4,3,Yes
2023-11-13 13:03:01,2023-11-13 13:04:17,IP Address,104.38.101.53,100,75,True,2023-11-13 13:04:17,R_3KxA4AvqjNSR1uI,,,,,40.7957,-77.8618,qr,EN,Market East,No,No,,5,Yes,,Yes,"Fairlife shakes, ghost energy drinks",,,,,No
2023-11-13 14:50:41,2023-11-13 14:52:18,IP Address,104.38.16.252,100,97,True,2023-11-13 14:52:19,R_3nCOQtkyu5rK0qC,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Yes,More gluten free options in general. Specifically more Amy’s and Annie’s brand,1,4,2,3,No
2023-11-13 15:00:16,2023-11-13 15:01:13,IP Address,104.38.95.250,100,57,True,2023-11-13 15:01:14,R_Bu1IxG2mrGX1uEN,,,,,40.7957,-77.8618,qr,EN,Market East,No,No,,4,Yes,,Yes,"Dip N Dots ",4,1,2,3,No
2023-11-06 18:24:17,2023-11-06 18:24:51,IP Address,174.203.137.108,73,34,False,2023-11-13 18:24:55,R_2XasKfa3iglRSXa,,,,,,,qr,EN,Market East,Yes,No,,5,Yes,,,,,,,,
2023-11-13 19:28:09,2023-11-13 19:29:25,IP Address,174.251.209.238,100,75,True,2023-11-13 19:29:25,R_3CDA5USmqVf8Rkg,,,,,40.0242,-79.8846,qr,EN,Market East,No,No,,5,Yes,,Yes,monster and red bull,3,4,2,1,I didn't know you had sales
2023-11-13 20:08:37,2023-11-13 20:09:26,IP Address,104.38.96.223,100,48,True,2023-11-13 20:09:26,R_REOMJFTpIUp4d9L,,,,,40.7957,-77.8618,qr,EN,Market West,No,Yes,No,4,No,"I want some more fruits and vegetables ",,,4,1,3,2,Yes
2023-11-06 21:38:32,2023-11-06 21:38:43,IP Address,104.38.3.210,27,10,False,2023-11-13 21:38:44,R_RJiVXLp7Pjxy2Q1,,,,,,,qr,EN,Market East,Yes,No,,,,,,,,,,,
2023-11-14 11:42:36,2023-11-14 11:44:18,IP Address,174.203.134.167,100,101,True,2023-11-14 11:44:18,R_21FitAWM9M3Nb82,,,,,40.4413,-79.2533,qr,EN,Market West,Yes,Yes,Yes,4,Yes,,Yes,"Body armor, heath bar",4,3,1,2,No
2023-11-14 11:46:55,2023-11-14 11:47:38,IP Address,104.38.95.170,100,42,True,2023-11-14 11:47:39,R_2qpZ6LPxGoJwdgO,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,Yes,No,5,No,"Dr Pepper ",,,,,,,Yes
2023-11-14 11:56:25,2023-11-14 11:57:07,IP Address,104.38.100.91,100,42,True,2023-11-14 11:57:08,R_2bIBtL5cmrMP2sG,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-14 11:59:29,2023-11-14 12:00:08,IP Address,104.39.70.216,100,39,True,2023-11-14 12:00:08,R_3g0EoVtu3wpEZaX,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Yes,Baja blast and cheetos,,,,,No
2023-11-14 11:59:45,2023-11-14 12:00:47,IP Address,104.38.52.214,100,62,True,2023-11-14 12:00:48,R_1FfCY0YdCoVw8l6,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-14 12:00:04,2023-11-14 12:01:38,IP Address,104.38.42.219,100,94,True,2023-11-14 12:01:38,R_2tERUCBTsMCTca0,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,No,4,Yes,,Not right now,,3,1,2,4,No
2023-11-14 12:02:26,2023-11-14 12:03:45,IP Address,104.38.101.193,100,78,True,2023-11-14 12:03:45,R_22DNzz3o5HAPJDu,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,1,2,3,4,No
2023-11-14 12:03:40,2023-11-14 12:04:34,IP Address,174.203.138.237,100,53,True,2023-11-14 12:04:34,R_1LjUbgBIW3jeYWG,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,No,,5,Yes,,Yes,more lean cuisine options,3,2,4,1,Yes
2023-11-14 12:07:31,2023-11-14 12:12:59,IP Address,104.38.78.49,100,328,True,2023-11-14 12:13:00,R_qKNVeLIfQSTKf6h,,,,,40.3172,-74.4304,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,2,3,1,4,No
2023-11-14 12:17:45,2023-11-14 12:18:34,IP Address,104.38.70.121,100,49,True,2023-11-14 12:18:35,R_1Q9QvE5eRB1z2Ug,,,,,39.9444,-75.5875,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-14 12:22:27,2023-11-14 12:23:11,IP Address,104.38.3.197,100,44,True,2023-11-14 12:23:11,R_2zzOol2Yi9ZNMqE,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,,,,,No
2023-11-14 13:05:38,2023-11-14 13:06:48,IP Address,104.38.103.97,100,70,True,2023-11-14 13:06:49,R_1gMDU7UDIN5fQC4,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,2,1,3,4,No
2023-11-14 13:05:46,2023-11-14 13:06:57,IP Address,174.203.132.36,100,71,True,2023-11-14 13:06:58,R_VPf1fKkgf4Y622J,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,2,1,4,I didn't know you had sales
2023-11-14 13:18:22,2023-11-14 13:19:37,IP Address,107.123.17.55,100,74,True,2023-11-14 13:19:37,R_29poBRwOY5ewr1b,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-14 13:21:06,2023-11-14 13:22:51,IP Address,104.38.54.44,100,105,True,2023-11-14 13:22:51,R_5ny5O1M6C1RId8d,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,Yes,4,Yes,,Yes,Oats,4,3,2,1,Yes
2023-11-14 13:23:15,2023-11-14 13:24:12,IP Address,104.38.51.158,100,57,True,2023-11-14 13:24:13,R_ZErFTVfZRWKgp57,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,1,3,2,4,No
2023-11-14 13:25:05,2023-11-14 13:26:36,IP Address,104.38.1.244,100,91,True,2023-11-14 13:26:36,R_27v4R7jgz7DKHaT,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-14 13:28:46,2023-11-14 13:30:36,IP Address,104.38.62.50,100,110,True,2023-11-14 13:30:37,R_2aVu1Ir6mdR1RmN,,,,,40.0794,-76.3141,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-14 13:29:22,2023-11-14 13:31:27,IP Address,174.203.132.77,100,124,True,2023-11-14 13:31:28,R_2BlGtXb8cDDxPwz,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,Yes,No,4,Yes,,Not right now,,4,2,1,3,I didn't know you had sales
2023-11-14 13:45:36,2023-11-14 13:46:21,IP Address,104.38.33.164,100,44,True,2023-11-14 13:46:21,R_1E0v0LR68YVEwNG,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-14 13:54:46,2023-11-14 13:55:29,IP Address,104.38.91.50,100,42,True,2023-11-14 13:55:29,R_2U4PlfBOSFlRt9q,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,,,,,No
2023-11-14 13:55:32,2023-11-14 13:56:52,IP Address,104.38.106.46,100,80,True,2023-11-14 13:56:53,R_1GPss9fr1XqJhhJ,,,,,40.7957,-77.8618,qr,EN,Market East,No,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-14 13:56:42,2023-11-14 13:57:36,IP Address,107.123.17.99,100,54,True,2023-11-14 13:57:37,R_RyrdHdpf8q5xBe1,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-14 14:00:14,2023-11-14 14:02:31,IP Address,104.38.103.14,100,136,True,2023-11-14 14:02:31,R_1GT5Taq5lIZJMCE,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Yes,more gluten free stuff,4,3,1,2,Yes
2023-11-14 14:03:19,2023-11-14 14:04:03,IP Address,174.203.134.63,100,43,True,2023-11-14 14:04:04,R_23WhENMZ0ziIs8V,,,,,40.4413,-79.2533,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,1,3,2,4,Yes
2023-11-14 14:03:29,2023-11-14 14:04:11,IP Address,107.123.17.125,100,41,True,2023-11-14 14:04:11,R_3iru3ZEx35ATkNQ,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,1,3,2,4,Yes
